UAL_promoter,Plate,Well,Strand,Type,Distance,Group,Name,Genes
gshA,AZ17,E7,-1,gene,-81,1,gshA,gshA
gshA,AZ17,E7,-1,Operon,-80,1,gshA,gshA
pdxH,AZ17,E4,-1,gene,-100,1,pdxH,pdxH
pdxH,AZ17,E4,-1,Operon,-99,1,pdxH-tyrS-pdxY,"pdxH,tyrS,pdxY"
dcd,AZ17,E5,-1,gene,-91,2,dcd,dcd
amn,AZ05,A9,1,gene,-72,1,amn,amn
amn,AZ05,A9,1,Operon,-72,1,amn,amn
add,AZ05,A8,1,gene,-70,1,add,add
add,AZ05,A8,1,Operon,-70,1,add,add
gntK,AZ17,E8,-1,gene,-133,2,gntK,gntK
grxC,AZ17,E9,-1,gene,-86,2,grxC,grxC
rmuC,AZ12,H4,1,gene,-73,1,rmuC,rmuC
rmuC,AZ12,H4,1,Operon,-73,1,rmuC,rmuC
yaiA,AZ12,H5,1,gene,-31,4,yaiA,yaiA
ilvD,AZ12,H3,1,gene,-50,2,ilvD,ilvD
dapA,AZ01,E11,-1,gene,-71,1,dapA,dapA
dapA,AZ01,E11,-1,Operon,-70,1,dapA-bamC,"dapA,bamC"
cysP,AZ01,E10,-1,gene,-87,1,cysP,cysP
cysP,AZ01,E10,-1,Operon,-86,1,cysPUWAM,"cysP,cysU,cysW,cysA,cysM"
glyA,AZ01,E12,-1,gene,-103,1,glyA,glyA
glyA,AZ01,E12,-1,Operon,-102,1,glyA,glyA
yjcH,AZ03,B5,-1,gene,-70,2,yjcH,yjcH
allS,AZ13,H5,-1,gene,-75,1,allS,allS
allS,AZ13,H5,-1,Operon,-74,1,allS,allS
ybaP,AZ13,H4,-1,gene,-73,1,ybaP,ybaP
ybaP,AZ13,H4,-1,Operon,-72,1,ybaP,ybaP
allD,AZ13,H7,-1,gene,-79,1,allD,allD
allD,AZ13,H7,-1,Operon,-78,1,allDCE,"allD,allC,allE"
ydcK,AZ13,H6,-1,gene,-93,1,ydcK,ydcK
ydcK,AZ13,H6,-1,Operon,-92,1,ydcK,ydcK
lacZ,AZ13,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ13,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
yaiI,AZ13,H3,1,gene,39,1,yaiI,yaiI
yaiI,AZ13,H3,1,Operon,39,1,yaiI,yaiI
insA_2,AZ13,H2,-1,gene,-568,2,insX,insX
insA_2,AZ13,H2,-1,gene,-81,1,insA,insA
insA_2,AZ13,H2,-1,Operon,-80,1,insAB-2A-2B-2-afuBC,"insA-2,insAB-2,insB-2,afuB,afuC"
sieB,AZ05,B12,1,gene,61,1,sieB,sieB
sieB,AZ05,B12,1,Operon,61,1,sieB,sieB
dsbG,AZ13,H8,-1,gene,-37,1,dsbG,dsbG
dsbG,AZ13,H8,-1,Operon,-36,1,dsbG,dsbG
yeiP,AZ05,B10,1,gene,183,1,yeiP,yeiP
yeiP,AZ05,B10,1,Operon,183,1,yeiP,yeiP
b1331,AZ05,B11,1,gene,-86,1,insH1,insH1
b1331,AZ05,B11,1,Operon,-86,1,insH-4,insH-4
lacZ,AZ10,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ10,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
rluF,AZ10,H2,1,gene,-62,1,rluF,rluF
rluF,AZ10,H2,1,Operon,-62,1,rluF,rluF
mrr,AZ10,H3,1,gene,-73,1,mrr,mrr
mrr,AZ10,H3,1,Operon,-73,1,mrr,mrr
yfaY,AZ10,H4,-1,gene,-75,1,yfaY,yfaY
yfaY,AZ10,H4,-1,Operon,-74,1,yfaY,yfaY
elaB,AZ10,H5,-1,gene,-82,1,elaB,elaB
elaB,AZ10,H5,-1,Operon,-81,1,elaB,elaB
yfbU,AZ10,H6,-1,gene,-71,1,yfbU,yfbU
yfbU,AZ10,H6,-1,Operon,-70,1,yfbUT,"yfbU,yfbT"
yfcD,AZ10,H7,-1,gene,-99,1,yfcD,yfcD
yfcD,AZ10,H7,-1,Operon,-98,1,yfcD,yfcD
yfcE,AZ10,H8,-1,gene,-81,1,yfcE,yfcE
yfcE,AZ10,H8,-1,Operon,-80,1,yfcE,yfcE
yfcI,AZ10,H9,-1,gene,-70,1,yfcI,yfcI
yfcI,AZ10,H9,-1,Operon,-69,1,yfcI,yfcI
yjhF,AZ16,A7,-1,gene,1426,1,yjhU,yjhU
yjhF,AZ16,A7,-1,Operon,1427,1,yjhU,yjhU
idnT,AZ16,A6,-1,gene,-101,2,idnT,idnT
focA,AZ16,A1,-1,gene,-73,1,focA,focA
focA,AZ16,A1,-1,Operon,-72,1,focA-pflB,"focA,pflB"
narU,AZ16,A3,-1,gene,-71,1,narU,narU
narU,AZ16,A3,-1,Operon,-70,1,narU,narU
mdtG,AZ16,A2,-1,gene,-98,1,mdtG,mdtG
mdtG,AZ16,A2,-1,Operon,-97,1,mdtG,mdtG
motA,AZ20,C2,-1,gene,-74,1,motA,motA
motA,AZ20,C2,-1,Operon,-73,1,motAB-cheAW,"motA,motB,cheA,cheW"
serA,AZ20,C3,-1,gene,-86,1,serA,serA
serA,AZ20,C3,-1,Operon,-85,1,serA,serA
lacZ,AZ20,C1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ20,C1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
uvrY,AZ20,C6,-1,gene,-100,1,uvrY,uvrY
uvrY,AZ20,C6,-1,Operon,-99,1,uvrYC,"uvrY,uvrC"
cyaA,AZ20,C7,1,gene,-101,1,cyaA,cyaA
cyaA,AZ20,C7,1,Operon,-101,1,cyaA,cyaA
ompR,AZ20,C4,-1,gene,-95,1,ompR,ompR
ompR,AZ20,C4,-1,Operon,-94,1,ompR-envZ,"ompR,envZ"
relB,AZ20,C5,-1,gene,-90,1,relB,relB
relB,AZ20,C5,-1,Operon,-89,1,relBE-hokD,"relB,relE,hokD"
rhaS,AZ20,C8,1,gene,-61,1,rhaS,rhaS
rhaS,AZ20,C8,1,Operon,-61,1,rhaSR,"rhaS,rhaR"
chaB,AZ20,C9,1,gene,-42,1,chaB,chaB
chaB,AZ20,C9,1,Operon,-42,1,chaBC,"chaB,chaC"
yddM,AZ16,B10,-1,gene,-20,1,yddM,yddM
yddM,AZ16,B10,-1,Operon,-19,1,yddM,yddM
ynaI,AZ15,F1,-1,gene,-93,1,ynaI,ynaI
ynaI,AZ15,F1,-1,Operon,-92,1,ynaI,ynaI
ydfE,AZ15,F2,1,gene,-64,2,ydfE,ydfE
ydgA,AZ15,F5,1,gene,-78,1,ydgA,ydgA
ydgA,AZ15,F5,1,Operon,-78,1,ydgA,ydgA
ydgD,AZ15,F4,1,gene,-284,3,ydgU,ydgU
ydgD,AZ15,F4,1,gene,-101,1,ydgD,ydgD
ydgD,AZ15,F4,1,Operon,-101,1,ydgD,ydgD
ydgR,AZ15,F7,1,gene,-67,1,dtpA,dtpA
ydgR,AZ15,F7,1,Operon,-67,1,dtpA,dtpA
ydgK,AZ15,F6,1,gene,-25,1,ydgK,ydgK
ydgK,AZ15,F6,1,Operon,-25,1,ydgK-rsxABCDGE-nth,"ydgK,rsxA,rsxB,rsxC,rsxD,rsxG,rsxE,nth"
ydhS,AZ15,F9,1,gene,-45,1,ydhS,ydhS
ydhS,AZ15,F9,1,Operon,-45,1,ydhS,ydhS
ydhR,AZ15,F8,1,gene,-250,3,valW,valW
ydhR,AZ15,F8,1,gene,-66,1,ydhR,ydhR
ydhR,AZ15,F8,1,Operon,-66,1,ydhR,ydhR
yeaM,AZ02,H6,-1,gene,-92,1,yeaM,yeaM
yeaM,AZ02,H6,-1,Operon,-91,1,nimR,nimR
yneI,AZ02,H4,-1,gene,-48,1,sad,sad
yneI,AZ02,H4,-1,Operon,-47,1,sad,sad
mdoB,AZ11,C11,-1,gene,-112,1,opgB,opgB
mdoB,AZ11,C11,-1,Operon,-111,1,opgB,opgB
ynfA,AZ11,C12,-1,gene,-75,1,ynfA,ynfA
ynfA,AZ11,C12,-1,Operon,-74,1,ynfA,ynfA
yccA,AZ07,C9,-1,gene,-94,1,yccA,yccA
yccA,AZ07,C9,-1,Operon,-93,1,yccA,yccA
ybjE,AZ07,C8,-1,gene,-42,1,ybjE,ybjE
ybjE,AZ07,C8,-1,Operon,-41,1,lysO,lysO
ybiO,AZ07,C5,-1,gene,47,1,ybiO,ybiO
ybiO,AZ07,C5,-1,Operon,48,1,ybiO,ybiO
fiu,AZ07,C4,-1,gene,-71,1,fiu,fiu
fiu,AZ07,C4,-1,Operon,-70,1,fiu,fiu
hcp,AZ07,C7,-1,gene,-91,1,hcp,hcp
hcp,AZ07,C7,-1,Operon,-90,1,hcp-hcr,"hcp,hcr"
ybjS,AZ07,C6,-1,gene,-44,1,ybjS,ybjS
ybjS,AZ07,C6,-1,Operon,-43,1,ybjS,ybjS
ybgD,AZ07,C1,-1,gene,-86,1,ybgD,ybgD
ybgD,AZ07,C1,-1,Operon,-85,1,ybgD,ybgD
serA,AZ07,C3,-1,gene,-86,1,serA,serA
serA,AZ07,C3,-1,Operon,-85,1,serA,serA
ybhC,AZ07,C2,-1,gene,-73,1,ybhC,ybhC
ybhC,AZ07,C2,-1,Operon,-72,1,ybhC,ybhC
yihL,AZ05,H7,1,gene,-66,1,yihL,yihL
yihL,AZ05,H7,1,Operon,-66,1,yihLM,"yihL,yihM"
hsdR,AZ04,G12,-1,gene,-36,1,hsdR,hsdR
hsdR,AZ04,G12,-1,Operon,-35,1,hsdRMS,"hsdR,hsdM,hsdS"
fadB,AZ04,G10,-1,gene,-82,1,fadB,fadB
fadB,AZ04,G10,-1,Operon,-81,1,fadBA,"fadB,fadA"
pepE,AZ04,G11,-1,gene,-93,1,pepE,pepE
pepE,AZ04,G11,-1,Operon,-92,1,pepE,pepE
trkA,AZ11,F5,1,gene,-58,1,trkA,trkA
trkA,AZ11,F5,1,Operon,-58,1,trkA,trkA
ecfK,AZ11,F4,1,gene,-44,1,bamA,bamA
ecfK,AZ11,F4,1,Operon,-44,1,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,"bamA,skp,lpxD,fabZ,lpxA,lpxB,rnhB,dnaE"
b0298,AZ11,F7,1,gene,-48,2,insE1,insE1
ecfE,AZ11,F1,1,gene,-49,1,rseP,rseP
ecfE,AZ11,F1,1,Operon,-49,1,rseP,rseP
yaiW,AZ11,F2,1,gene,-84,3,yaiW,yaiW
b0501,AZ11,F9,1,gene,464,3,ylbI,ylbI
b0501,AZ11,F9,1,Operon,3415,1,allA,allA
ybbC,AZ11,F8,1,gene,-67,3,ybbC,ybbC
tnaC,AZ02,F9,1,gene,-70,1,tnaC,tnaC
tnaC,AZ02,F9,1,Operon,-70,1,tnaCAB,"tnaC,tnaA,tnaB"
exuR,AZ02,F8,1,gene,-71,1,exuR,exuR
exuR,AZ02,F8,1,Operon,-71,1,exuR,exuR
yccM,AZ15,B3,-1,gene,-93,1,yccM,yccM
yccM,AZ15,B3,-1,Operon,-92,1,yccM,yccM
ansA,AZ02,F1,1,gene,-38,1,ansA,ansA
ansA,AZ02,F1,1,Operon,-38,1,ansA-pncA,"ansA,pncA"
yqjF,AZ02,F2,1,gene,14,1,yqjF,yqjF
yqjF,AZ02,F2,1,Operon,14,1,yqjF,yqjF
yhaH,AZ02,F5,1,gene,-72,1,yhaH,yhaH
yhaH,AZ02,F5,1,Operon,-72,1,yhaH,yhaH
yqjG,AZ02,F4,1,gene,-90,1,yqjG,yqjG
yqjG,AZ02,F4,1,Operon,-90,1,yqjG,yqjG
sdaA,AZ02,F7,1,gene,-53,1,sdaA,sdaA
sdaA,AZ02,F7,1,Operon,-53,1,sdaA,sdaA
fixC,AZ02,F6,1,gene,-31,2,fixC,fixC
yafL,AZ12,C12,1,gene,-23,1,yafL,yafL
yafL,AZ12,C12,1,Operon,-23,1,yafL,yafL
dnaQ,AZ12,C11,1,gene,-36,1,dnaQ,dnaQ
dnaQ,AZ12,C11,1,Operon,-36,1,dnaQ,dnaQ
stpA,AZ10,F2,-1,gene,-68,1,stpA,stpA
stpA,AZ10,F2,-1,Operon,-67,1,stpA,stpA
yhbW,AZ03,C1,1,gene,-60,1,yhbW,yhbW
yhbW,AZ03,C1,1,Operon,-60,1,yhbW,yhbW
serA,AZ03,C3,-1,gene,-86,1,serA,serA
serA,AZ03,C3,-1,Operon,-85,1,serA,serA
yjjU,AZ03,C2,1,gene,-343,1,ytjA,ytjA
yjjU,AZ03,C2,1,Operon,-343,1,ytjA,ytjA
yjjU,AZ03,C2,1,gene,-60,2,yjjU,yjjU
yjjU,AZ03,C2,1,Operon,-60,2,yjjUV,"yjjU,yjjV"
yhfL,AZ03,C5,1,gene,-37,1,yhfL,yhfL
yhfL,AZ03,C5,1,Operon,-37,1,yhfL,yhfL
yhfK,AZ03,C4,1,gene,-102,1,yhfK,yhfK
yhfK,AZ03,C4,1,Operon,-102,1,yhfK,yhfK
yhgA,AZ03,C7,1,gene,-64,1,yhgA,yhgA
yhgA,AZ03,C7,1,Operon,-64,1,yhgA,yhgA
yhfP,AZ03,C6,1,gene,322,2,frlD,frlD
yhfP,AZ03,C6,1,Operon,20026,1,mrcA,mrcA
yhcA,AZ03,C9,1,gene,-73,1,yhcA,yhcA
yhcA,AZ03,C9,1,Operon,-73,1,yhcAD-ychE_1,"yhcA,yhcD,ychE_1"
yrbL,AZ03,C8,1,gene,-84,1,yrbL,yrbL
yrbL,AZ03,C8,1,Operon,-84,1,yrbL,yrbL
yphF,AZ14,H12,-1,gene,-89,1,yphF,yphF
yphF,AZ14,H12,-1,Operon,-88,1,yphFED,"yphF,yphE,yphD"
yeiM,AZ14,H10,-1,gene,-95,1,psuT,psuT
yeiM,AZ14,H10,-1,Operon,-94,1,psuT,psuT
hisJ,AZ14,H11,-1,gene,-84,2,hisJ,hisJ
asd,AZ18,C9,-1,gene,-82,1,asd,asd
asd,AZ18,C9,-1,Operon,-81,1,asd,asd
rhlB,AZ18,C8,-1,gene,-69,1,rhlB,rhlB
rhlB,AZ18,C8,-1,Operon,-68,1,rhlB,rhlB
pdxK,AZ18,C5,-1,gene,-83,1,pdxK,pdxK
pdxK,AZ18,C5,-1,Operon,-82,1,pdxK,pdxK
yfaL,AZ18,C4,-1,gene,-99,1,yfaL,yfaL
yfaL,AZ18,C4,-1,Operon,-98,1,yfaL,yfaL
ggt,AZ18,C7,-1,gene,-71,1,ggt,ggt
ggt,AZ18,C7,-1,Operon,-70,1,ggt,ggt
ribB,AZ18,C6,-1,Operon,-345,1,sroG-ribB,"sroG,ribB"
ribB,AZ18,C6,-1,gene,-94,2,ribB,ribB
grxA,AZ18,C1,-1,gene,-87,1,grxA,grxA
grxA,AZ18,C1,-1,Operon,-86,1,grxA,grxA
serA,AZ18,C3,-1,gene,-86,1,serA,serA
serA,AZ18,C3,-1,Operon,-85,1,serA,serA
osmE,AZ18,C2,-1,gene,-71,1,osmE,osmE
osmE,AZ18,C2,-1,Operon,-70,1,osmE,osmE
ybcK,AZ01,G7,1,gene,-55,1,ybcK,ybcK
ybcK,AZ01,G7,1,Operon,-55,1,ybcK,ybcK
renD,AZ01,G6,1,Operon,-144,3,renD-emrE,"renD,emrE"
ylbE,AZ01,G4,1,gene,-349,2,ylbE,ylbE
edd,AZ01,G3,-1,gene,-75,1,edd,edd
edd,AZ01,G3,-1,Operon,-74,1,edd-eda,"edd,eda"
pfkA,AZ01,G2,1,gene,-87,1,pfkA,pfkA
pfkA,AZ01,G2,1,Operon,-87,1,pfkA,pfkA
tktB,AZ01,G1,1,gene,-80,2,tktB,tktB
glxK,AZ01,G9,1,gene,-92,2,glxK,glxK
ybcL,AZ01,G8,1,gene,-58,1,ybcL,ybcL
ybcL,AZ01,G8,1,Operon,-58,1,ybcLM,"ybcL,ybcM"
asnV,AZ08,A10,1,gene,-29,1,asnV,asnV
asnV,AZ08,A10,1,Operon,-29,1,asnV,asnV
yejH,AZ08,A11,1,gene,-43,1,yejH,yejH
yejH,AZ08,A11,1,Operon,-43,1,radD,radD
ymfI,AZ15,G10,1,gene,4,1,ymfI,ymfI
ymfI,AZ15,G10,1,Operon,4,1,ymfI,ymfI
ycgI,AZ15,G11,1,gene,-515,3,ymgJ,ymgJ
ycgI,AZ15,G11,1,Operon,-314,4,ymgH-ycgI,"ymgH,ycgI"
ycgI,AZ15,G11,1,gene,-215,5,ycgI,ycgI
ymgE,AZ15,G12,1,gene,-69,1,ymgE,ymgE
ymgE,AZ15,G12,1,Operon,-69,1,ymgE,ymgE
yahN,AZ17,D12,-1,gene,-70,1,yahN,yahN
yahN,AZ17,D12,-1,Operon,-69,1,yahN,yahN
sanA,AZ13,F12,1,gene,-28,1,sanA,sanA
sanA,AZ13,F12,1,Operon,-28,1,sanA-yeiS,"sanA,yeiS"
lolA,AZ13,F11,1,gene,-97,1,lolA,lolA
lolA,AZ13,F11,1,Operon,-97,1,lolA-rarA,"lolA,rarA"
wrbA,AZ13,F10,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ13,F10,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
rfe,AZ05,A11,1,gene,-82,1,wecA,wecA
rfe,AZ05,A11,1,Operon,-82,1,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,"rfe,wzzE,wecB,wecC,rffG,rffH,rffC,wecE,wzxE,rffT,wzyE,rffM"
cdd,AZ05,A10,1,gene,-24,1,cdd,cdd
cdd,AZ05,A10,1,Operon,-24,1,cdd,cdd
yajB,AZ10,E7,-1,gene,-88,1,acpH,acpH
yajB,AZ10,E7,-1,Operon,-87,1,acpH,acpH
ligT,AZ10,E6,-1,gene,-76,1,ligT,ligT
ligT,AZ10,E6,-1,Operon,-75,1,thpR,thpR
ppiB,AZ10,E5,-1,gene,-95,1,ppiB,ppiB
ppiB,AZ10,E5,-1,Operon,-94,1,ppiB-lpxH,"ppiB,lpxH"
elaA,AZ10,E4,-1,gene,-93,1,elaA,elaA
elaA,AZ10,E4,-1,Operon,-92,1,elaA,elaA
yejO,AZ10,E3,-1,Operon,-88,2,yejO,yejO
yeiE,AZ10,E2,-1,gene,-99,1,yeiE,yeiE
yeiE,AZ10,E2,-1,Operon,-98,1,yeiE,yeiE
dusC,AZ10,E1,-1,gene,-94,1,dusC,dusC
dusC,AZ10,E1,-1,Operon,-93,1,dusC,dusC
nudF,AZ11,D12,-1,gene,-82,1,nudF,nudF
nudF,AZ11,D12,-1,Operon,-81,1,nudF-yqiB-cpdA-yqiA-parE,"nudF,yqiB,cpdA,yqiA,parE"
pdxB,AZ11,D11,-1,gene,-70,1,pdxB,pdxB
pdxB,AZ11,D11,-1,Operon,-69,1,pdxB-usg-truA-dedA,"pdxB,usg,truA,dedA"
inaA,AZ11,D10,-1,gene,-71,1,inaA,inaA
inaA,AZ11,D10,-1,Operon,-70,1,inaA,inaA
ycfR,AZ15,G9,1,gene,-44,1,bhsA,bhsA
ycfR,AZ15,G9,1,Operon,-44,1,bhsA,bhsA
ycdC,AZ15,G6,1,gene,-89,1,rutR,rutR
ycdC,AZ15,G6,1,Operon,-89,1,rutR,rutR
ymdE,AZ15,G7,1,gene,-37,3,ymdE,ymdE
ycaP,AZ15,G4,1,gene,-29,1,ycaP,ycaP
ycaP,AZ15,G4,1,Operon,-29,1,ycaP,ycaP
ftsQ,AZ15,G5,1,gene,-101,2,ftsQ,ftsQ
ycaD,AZ15,G2,1,gene,-31,1,ycaD,ycaD
ycaD,AZ15,G2,1,Operon,-31,1,ycaD,ycaD
ycaK,AZ15,G3,1,gene,-48,1,ycaK,ycaK
ycaK,AZ15,G3,1,Operon,-48,1,ycaK,ycaK
clpS,AZ15,G1,1,gene,-28,1,clpS,clpS
clpS,AZ15,G1,1,Operon,-28,1,clpS,clpS
wrbA,AZ10,F10,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ10,F10,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
yeaP,AZ10,F11,1,gene,43,1,yeaP,yeaP
yeaP,AZ10,F11,1,Operon,43,1,dgcP,dgcP
yoaB,AZ10,F12,1,gene,20,1,yoaB,yoaB
yoaB,AZ10,F12,1,Operon,20,1,yoaB,yoaB
yedY,AZ05,A6,1,gene,-49,1,yedY,yedY
yedY,AZ05,A6,1,Operon,-49,1,msrPQ,"msrP,msrQ"
atoS,AZ18,D12,1,gene,-38,1,atoS,atoS
atoS,AZ18,D12,1,Operon,-38,1,atoSC,"atoS,atoC"
ompX,AZ18,D10,1,gene,-65,1,ompX,ompX
ompX,AZ18,D10,1,Operon,-65,1,ompX,ompX
yedP,AZ18,D11,1,gene,-59,1,yedP,yedP
yedP,AZ18,D11,1,Operon,-59,1,yedP,yedP
ykgI,AZ12,G3,-1,gene,-64,1,rclB,rclB
yagZ,AZ12,G2,-1,gene,-100,1,ecpA,ecpA
yagZ,AZ12,G2,-1,Operon,-99,1,ecpA,ecpA
yagY,AZ12,G1,-1,gene,-76,1,ecpB,ecpB
yagY,AZ12,G1,-1,Operon,-75,1,ecpBCDE,"ecpB,ecpC,ecpD,ecpE"
ybjN,AZ07,E10,1,gene,-63,2,ybjN,ybjN
dinB,AZ12,G7,1,gene,-88,1,dinB,dinB
dinB,AZ12,G7,1,Operon,-88,1,dinB-yafNOP,"dinB,yafN,yafO,yafP"
mutT,AZ12,G6,1,gene,-22,2,mutT,mutT
yafK,AZ12,G5,-1,gene,-97,1,yafK,yafK
yafK,AZ12,G5,-1,Operon,-96,1,yafK,yafK
b0309,AZ12,G4,1,gene,4669,1,betT,betT
b0309,AZ12,G4,1,Operon,4669,1,betT,betT
ftsK,AZ12,G9,1,gene,-83,1,ftsK,ftsK
ftsK,AZ12,G9,1,Operon,-83,1,ftsK,ftsK
brnQ,AZ12,G8,1,gene,-68,1,brnQ,brnQ
brnQ,AZ12,G8,1,Operon,-68,1,brnQ-proY,"brnQ,proY"
ybeF,AZ07,B8,-1,gene,-250,1,ybeF,ybeF
ybeF,AZ07,B8,-1,Operon,-249,1,ybeF,ybeF
hscC,AZ07,B9,-1,gene,-91,1,hscC,hscC
hscC,AZ07,B9,-1,Operon,-90,1,hscC,hscC
cobU,AZ07,B2,-1,gene,-460,4,yeeH,yeeH
cobU,AZ07,B2,-1,gene,-70,1,cobU,cobU
cobU,AZ07,B2,-1,Operon,-69,1,cobUST,"cobU,cobS,cobT"
mcrA,AZ07,B3,1,gene,-96,1,mcrA,mcrA
mcrA,AZ07,B3,1,Operon,-96,1,mcrA,mcrA
menG,AZ07,B1,1,gene,7567,1,rpmE,rpmE
menG,AZ07,B1,1,Operon,7567,1,rpmE,rpmE
yaiP,AZ07,B6,-1,gene,-91,1,yaiP,yaiP
yaiP,AZ07,B6,-1,Operon,-90,1,yaiP,yaiP
ybdG,AZ07,B7,-1,gene,-79,1,ybdG,ybdG
ybdG,AZ07,B7,-1,Operon,-78,1,ybdG,ybdG
yahB,AZ07,B4,-1,gene,-87,1,yahB,yahB
yahB,AZ07,B4,-1,Operon,-86,1,yahB,yahB
yaiM,AZ07,B5,-1,gene,-93,2,frmB,frmB
polA,AZ11,H8,1,gene,109,1,polA,polA
polA,AZ11,H8,1,Operon,109,1,polA,polA
mngR,AZ02,A10,-1,gene,-77,1,mngR,mngR
mngR,AZ02,A10,-1,Operon,-76,1,mngR,mngR
yfbE,AZ11,H6,1,Operon,-46,1,arnBCADTEF,"arnB,arnC,arnA,arnD,arnT,arnE,arnF"
yfbE,AZ11,H6,1,gene,-28,2,arnB,arnB
ybaB,AZ11,G2,1,gene,-87,1,ybaB,ybaB
ybaB,AZ11,G2,1,Operon,-87,1,ybaB-recR,"ybaB,recR"
ybaA,AZ11,G3,1,gene,-37,1,ybaA,ybaA
ybaA,AZ11,G3,1,Operon,-37,1,ybaA,ybaA
yadR,AZ11,G1,1,gene,-76,1,erpA,erpA
yadR,AZ11,G1,1,Operon,-76,1,erpA,erpA
ppiD,AZ11,G6,1,gene,-25,1,ppiD,ppiD
ppiD,AZ11,G6,1,Operon,-25,1,ppiD,ppiD
ybaV,AZ11,G7,1,gene,-61,1,ybaV,ybaV
ybaV,AZ11,G7,1,Operon,-61,1,ybaV,ybaV
cdaR,AZ11,G4,1,gene,-21,1,cdaR,cdaR
cdaR,AZ11,G4,1,Operon,-21,1,cdaR,cdaR
adrA,AZ11,G5,1,gene,-101,1,yaiC,yaiC
adrA,AZ11,G5,1,Operon,-101,1,dgcC,dgcC
yafM,AZ11,G8,1,gene,-91,1,rayT,rayT
yafM,AZ11,G8,1,Operon,-91,1,rayT,rayT
uxuR,AZ11,G9,1,gene,-89,1,uxuR,uxuR
uxuR,AZ11,G9,1,Operon,-89,1,uxuR,uxuR
ptrB,AZ04,D11,-1,gene,-96,1,ptrB,ptrB
ptrB,AZ04,D11,-1,Operon,-95,1,ptrB,ptrB
rnd,AZ04,D10,-1,gene,-76,1,rnd,rnd
rnd,AZ04,D10,-1,Operon,-75,1,rnd,rnd
clpB,AZ04,D12,-1,gene,-191,1,ryfD,ryfD
clpB,AZ04,D12,-1,Operon,-190,1,ryfD,ryfD
clpB,AZ04,D12,-1,gene,-69,2,clpB,clpB
clpB,AZ04,D12,-1,Operon,-68,2,clpB,clpB
fklB,AZ08,H9,1,gene,63,1,fklB,fklB
fklB,AZ08,H9,1,Operon,63,1,fklB,fklB
efp,AZ08,H8,1,gene,-82,1,efp,efp
efp,AZ08,H8,1,Operon,-82,1,efp,efp
yihR,AZ02,E7,-1,gene,-73,1,yihR,yihR
yihR,AZ02,E7,-1,Operon,-72,1,yihR,yihR
lacZ,AZ08,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ08,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
slyX,AZ08,H3,1,gene,-62,1,slyX,slyX
slyX,AZ08,H3,1,Operon,-62,1,slyX,slyX
def,AZ08,H2,1,gene,-39,1,def,def
def,AZ08,H2,1,Operon,-39,1,def-fmt,"def,fmt"
yifE,AZ08,H5,1,gene,-99,1,yifE,yifE
yifE,AZ08,H5,1,Operon,-99,1,yifE,yifE
kdtA,AZ08,H4,1,gene,-93,1,waaA,waaA
kdtA,AZ08,H4,1,Operon,-93,1,waaA-coaD,"waaA,coaD"
dgkA,AZ08,H7,1,gene,-30,1,dgkA,dgkA
dgkA,AZ08,H7,1,Operon,-30,1,dgkA,dgkA
iap,AZ08,H6,1,gene,-91,1,iap,iap
iap,AZ08,H6,1,Operon,-91,1,iap,iap
ykfI,AZ01,H8,-1,gene,-70,2,ykfI,ykfI
yhjK,AZ02,E2,-1,gene,-111,1,yhjK,yhjK
yhjK,AZ02,E2,-1,Operon,-110,1,pdeK,pdeK
eno,AZ01,H2,-1,gene,-98,2,eno,eno
rpiA,AZ01,H3,-1,gene,-95,1,rpiA,rpiA
rpiA,AZ01,H3,-1,Operon,-94,1,rpiA,rpiA
lacZ,AZ01,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ01,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
gntR,AZ01,H6,-1,gene,-69,1,gntR,gntR
gntR,AZ01,H6,-1,Operon,-68,1,gntRKU,"gntR,gntK,gntU"
tpiA,AZ01,H7,-1,gene,-91,1,tpiA,tpiA
tpiA,AZ01,H7,-1,Operon,-90,1,tpiA,tpiA
glcB,AZ01,H4,-1,gene,-95,4,glcB,glcB
rpe,AZ01,H5,-1,gene,-77,2,rpe,rpe
yicC,AZ10,G11,1,gene,-46,1,yicC,yicC
yicC,AZ10,G11,1,Operon,-46,1,yicC,yicC
malS,AZ10,G10,1,gene,-74,1,malS,malS
malS,AZ10,G10,1,Operon,-74,1,malS,malS
mdtN,AZ03,B8,-1,gene,-391,2,ytcA,ytcA
