UAL_promoter,Plate,Well,Strand,Type,Distance,Name,Genes,FeatureNo,Remove
b3044,AZ02,E3,1,gene,-90,insC1,insC1,2,
ygjR,AZ09,C12,1,gene,-75,ygjR,ygjR,1,
ygjR,AZ09,C12,1,Operon,-74,ygjR,ygjR,1,
ygjQ,AZ09,C11,1,gene,-95,ygjQ,ygjQ,1,
ygjQ,AZ09,C11,1,Operon,-94,ygjQ,ygjQ,1,
nagA,AZ17,E2,-1,gene,-72,nagA,nagA,1,
grxB,AZ17,E3,-1,gene,-74,grxB,grxB,1,
grxB,AZ17,E3,-1,Operon,-74,grxB,grxB,1,
yeaX,AZ05,A3,1,gene,-50,yeaX,yeaX,1,
yeaX,AZ05,A3,1,Operon,-49,yeaX,yeaX,1,
yhiJ,AZ05,A2,-1,gene,-80,yhiJ,yhiJ,1,
yhiJ,AZ05,A2,-1,Operon,-80,yhiJ,yhiJ,1,
b1966,AZ05,A5,1,Operon,-65,yedS_3,yedS_3,1,
gshA,AZ17,E7,-1,gene,-81,gshA,gshA,1,
gshA,AZ17,E7,-1,Operon,-81,gshA,gshA,1,
pdxH,AZ17,E4,-1,gene,-100,pdxH,pdxH,1,
pdxH,AZ17,E4,-1,Operon,-100,pdxH-tyrS-pdxY,"pdxH,tyrS,pdxY",1,
dcd,AZ17,E5,-1,gene,-91,dcd,dcd,1,
amn,AZ05,A9,1,gene,-72,amn,amn,1,
amn,AZ05,A9,1,Operon,-71,amn,amn,1,
add,AZ05,A8,1,gene,-70,add,add,1,
add,AZ05,A8,1,Operon,-69,add,add,1,
gntK,AZ17,E8,-1,gene,-133,gntK,gntK,1,
grxC,AZ17,E9,-1,gene,-86,grxC,grxC,1,
rmuC,AZ12,H4,1,gene,-73,rmuC,rmuC,1,
rmuC,AZ12,H4,1,Operon,-72,rmuC,rmuC,1,
yaiA,AZ12,H5,1,gene,-31,yaiA,yaiA,1,
ilvD,AZ12,H3,1,gene,-50,ilvD,ilvD,1,
dapA,AZ01,E11,-1,gene,-71,dapA,dapA,1,
dapA,AZ01,E11,-1,Operon,-71,dapA-bamC,"dapA,bamC",1,
cysP,AZ01,E10,-1,gene,-87,cysP,cysP,1,
cysP,AZ01,E10,-1,Operon,-87,cysPUWAM,"cysP,cysU,cysW,cysA,cysM",1,
glyA,AZ01,E12,-1,gene,-103,glyA,glyA,1,
glyA,AZ01,E12,-1,Operon,-103,glyA,glyA,1,
yjcH,AZ03,B5,-1,gene,-70,yjcH,yjcH,1,
allS,AZ13,H5,-1,gene,-75,allS,allS,1,
allS,AZ13,H5,-1,Operon,-75,allS,allS,1,
ybaP,AZ13,H4,-1,gene,-73,ybaP,ybaP,1,
ybaP,AZ13,H4,-1,Operon,-73,ybaP,ybaP,1,
allD,AZ13,H7,-1,gene,-79,allD,allD,1,
allD,AZ13,H7,-1,Operon,-79,allDCE,"allD,allC,allE",1,
ydcK,AZ13,H6,-1,gene,-93,ydcK,ydcK,1,
ydcK,AZ13,H6,-1,Operon,-93,ydcK,ydcK,1,
lacZ,AZ13,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ13,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
yaiI,AZ13,H3,1,gene,39,yaiI,yaiI,1,
yaiI,AZ13,H3,1,Operon,40,yaiI,yaiI,1,
insA_2,AZ13,H2,-1,gene,-568,insX,insX,1,TRUE
insA_2,AZ13,H2,-1,gene,-81,insA,insA,2,
insA_2,AZ13,H2,-1,Operon,-81,insAB-2A-2B-2-afuBC,"insA-2,insAB-2,insB-2,afuB,afuC",1,
sieB,AZ05,B12,1,gene,61,sieB,sieB,1,
sieB,AZ05,B12,1,Operon,62,sieB,sieB,1,
dsbG,AZ13,H8,-1,gene,-37,dsbG,dsbG,1,
dsbG,AZ13,H8,-1,Operon,-37,dsbG,dsbG,1,
yeiP,AZ05,B10,1,gene,183,yeiP,yeiP,1,
yeiP,AZ05,B10,1,Operon,184,yeiP,yeiP,1,
b1331,AZ05,B11,1,gene,-86,insH1,insH1,1,
b1331,AZ05,B11,1,Operon,-85,insH-4,insH-4,1,
lacZ,AZ10,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ10,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
rluF,AZ10,H2,1,gene,-62,rluF,rluF,1,
rluF,AZ10,H2,1,Operon,-61,rluF,rluF,1,
mrr,AZ10,H3,1,gene,-73,mrr,mrr,1,
mrr,AZ10,H3,1,Operon,-72,mrr,mrr,1,
yfaY,AZ10,H4,-1,gene,-75,yfaY,yfaY,1,
yfaY,AZ10,H4,-1,Operon,-75,yfaY,yfaY,1,
elaB,AZ10,H5,-1,gene,-82,elaB,elaB,1,
elaB,AZ10,H5,-1,Operon,-82,elaB,elaB,1,
yfbU,AZ10,H6,-1,gene,-71,yfbU,yfbU,1,
yfbU,AZ10,H6,-1,Operon,-71,yfbUT,"yfbU,yfbT",1,
yfcD,AZ10,H7,-1,gene,-99,yfcD,yfcD,1,
yfcD,AZ10,H7,-1,Operon,-99,yfcD,yfcD,1,
yfcE,AZ10,H8,-1,gene,-81,yfcE,yfcE,1,
yfcE,AZ10,H8,-1,Operon,-81,yfcE,yfcE,1,
yfcI,AZ10,H9,-1,gene,-70,yfcI,yfcI,1,
yfcI,AZ10,H9,-1,Operon,-70,yfcI,yfcI,1,
idnT,AZ16,A6,-1,gene,-101,idnT,idnT,1,
focA,AZ16,A1,-1,gene,-73,focA,focA,1,
focA,AZ16,A1,-1,Operon,-73,focA-pflB,"focA,pflB",1,
narU,AZ16,A3,-1,gene,-71,narU,narU,1,
narU,AZ16,A3,-1,Operon,-71,narU,narU,1,
mdtG,AZ16,A2,-1,gene,-98,mdtG,mdtG,1,
mdtG,AZ16,A2,-1,Operon,-98,mdtG,mdtG,1,
motA,AZ20,C2,-1,gene,-74,motA,motA,1,
motA,AZ20,C2,-1,Operon,-74,motAB-cheAW,"motA,motB,cheA,cheW",1,
serA,AZ20,C3,-1,gene,-86,serA,serA,1,
serA,AZ20,C3,-1,Operon,-86,serA,serA,1,
lacZ,AZ20,C1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ20,C1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
uvrY,AZ20,C6,-1,gene,-100,uvrY,uvrY,1,
uvrY,AZ20,C6,-1,Operon,-100,uvrYC,"uvrY,uvrC",1,
cyaA,AZ20,C7,1,gene,-101,cyaA,cyaA,1,
cyaA,AZ20,C7,1,Operon,-100,cyaA,cyaA,1,
ompR,AZ20,C4,-1,gene,-95,ompR,ompR,1,
ompR,AZ20,C4,-1,Operon,-95,ompR-envZ,"ompR,envZ",1,
relB,AZ20,C5,-1,gene,-90,relB,relB,1,
relB,AZ20,C5,-1,Operon,-90,relBE-hokD,"relB,relE,hokD",1,
rhaS,AZ20,C8,1,gene,-61,rhaS,rhaS,1,
rhaS,AZ20,C8,1,Operon,-60,rhaSR,"rhaS,rhaR",1,
chaB,AZ20,C9,1,gene,-42,chaB,chaB,1,
chaB,AZ20,C9,1,Operon,-41,chaBC,"chaB,chaC",1,
yddM,AZ16,B10,-1,gene,-20,yddM,yddM,1,
yddM,AZ16,B10,-1,Operon,-20,yddM,yddM,1,
ynaI,AZ15,F1,-1,gene,-93,ynaI,ynaI,1,
ynaI,AZ15,F1,-1,Operon,-93,ynaI,ynaI,1,
ydfE,AZ15,F2,1,gene,-64,ydfE,ydfE,1,
ydgA,AZ15,F5,1,gene,-78,ydgA,ydgA,1,
ydgA,AZ15,F5,1,Operon,-77,ydgA,ydgA,1,
ydgD,AZ15,F4,1,gene,-284,ydgU,ydgU,1,
ydgD,AZ15,F4,1,gene,-101,ydgD,ydgD,2,
ydgD,AZ15,F4,1,Operon,-100,ydgD,ydgD,1,
ydgR,AZ15,F7,1,gene,-67,dtpA,dtpA,1,
ydgR,AZ15,F7,1,Operon,-66,dtpA,dtpA,1,
ydgK,AZ15,F6,1,gene,-25,ydgK,ydgK,1,
ydgK,AZ15,F6,1,Operon,-24,ydgK-rsxABCDGE-nth,"ydgK,rsxA,rsxB,rsxC,rsxD,rsxG,rsxE,nth",1,
ydhS,AZ15,F9,1,gene,-45,ydhS,ydhS,1,
ydhS,AZ15,F9,1,Operon,-44,ydhS,ydhS,1,
ydhR,AZ15,F8,1,gene,-250,valW,valW,1,TRUE
ydhR,AZ15,F8,1,gene,-66,ydhR,ydhR,2,
ydhR,AZ15,F8,1,Operon,-65,ydhR,ydhR,1,
yeaM,AZ02,H6,-1,gene,-92,yeaM,yeaM,1,
yeaM,AZ02,H6,-1,Operon,-92,nimR,nimR,1,
yneI,AZ02,H4,-1,gene,-48,sad,sad,1,
yneI,AZ02,H4,-1,Operon,-48,sad,sad,1,
mdoB,AZ11,C11,-1,gene,-112,opgB,opgB,1,
mdoB,AZ11,C11,-1,Operon,-112,opgB,opgB,1,
ynfA,AZ11,C12,-1,gene,-75,ynfA,ynfA,1,
ynfA,AZ11,C12,-1,Operon,-75,ynfA,ynfA,1,
yccA,AZ07,C9,-1,gene,-94,yccA,yccA,1,
yccA,AZ07,C9,-1,Operon,-94,yccA,yccA,1,
ybjE,AZ07,C8,-1,gene,-42,ybjE,ybjE,1,
ybjE,AZ07,C8,-1,Operon,-42,lysO,lysO,1,
ybiO,AZ07,C5,-1,gene,47,ybiO,ybiO,1,
ybiO,AZ07,C5,-1,Operon,47,ybiO,ybiO,1,
fiu,AZ07,C4,-1,gene,-71,fiu,fiu,1,
fiu,AZ07,C4,-1,Operon,-71,fiu,fiu,1,
hcp,AZ07,C7,-1,gene,-91,hcp,hcp,1,
hcp,AZ07,C7,-1,Operon,-91,hcp-hcr,"hcp,hcr",1,
ybjS,AZ07,C6,-1,gene,-44,ybjS,ybjS,1,
ybjS,AZ07,C6,-1,Operon,-44,ybjS,ybjS,1,
ybgD,AZ07,C1,-1,gene,-86,ybgD,ybgD,1,
ybgD,AZ07,C1,-1,Operon,-86,ybgD,ybgD,1,
serA,AZ07,C3,-1,gene,-86,serA,serA,1,
serA,AZ07,C3,-1,Operon,-86,serA,serA,1,
ybhC,AZ07,C2,-1,gene,-73,ybhC,ybhC,1,
ybhC,AZ07,C2,-1,Operon,-73,ybhC,ybhC,1,
yihL,AZ05,H7,1,gene,-66,yihL,yihL,1,
yihL,AZ05,H7,1,Operon,-65,yihLM,"yihL,yihM",1,
hsdR,AZ04,G12,-1,gene,-36,hsdR,hsdR,1,
hsdR,AZ04,G12,-1,Operon,-36,hsdRMS,"hsdR,hsdM,hsdS",1,
fadB,AZ04,G10,-1,gene,-82,fadB,fadB,1,
fadB,AZ04,G10,-1,Operon,-82,fadBA,"fadB,fadA",1,
pepE,AZ04,G11,-1,gene,-93,pepE,pepE,1,
pepE,AZ04,G11,-1,Operon,-93,pepE,pepE,1,
trkA,AZ11,F5,1,gene,-58,trkA,trkA,1,
trkA,AZ11,F5,1,Operon,-57,trkA,trkA,1,
ecfK,AZ11,F4,1,gene,-44,bamA,bamA,1,
ecfK,AZ11,F4,1,Operon,-43,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,"bamA,skp,lpxD,fabZ,lpxA,lpxB,rnhB,dnaE",1,
b0298,AZ11,F7,1,gene,-48,insE1,insE1,1,
ecfE,AZ11,F1,1,gene,-49,rseP,rseP,1,
ecfE,AZ11,F1,1,Operon,-48,rseP,rseP,1,
yaiW,AZ11,F2,1,gene,-84,yaiW,yaiW,1,
b0501,AZ11,F9,1,gene,464,ylbI,ylbI,1,TRUE
ybbC,AZ11,F8,1,gene,-67,ybbC,ybbC,1,
tnaC,AZ02,F9,1,gene,-70,tnaC,tnaC,1,
tnaC,AZ02,F9,1,Operon,-69,tnaCAB,"tnaC,tnaA,tnaB",1,
exuR,AZ02,F8,1,gene,-71,exuR,exuR,1,
exuR,AZ02,F8,1,Operon,-70,exuR,exuR,1,
yccM,AZ15,B3,-1,gene,-93,yccM,yccM,1,
yccM,AZ15,B3,-1,Operon,-93,yccM,yccM,1,
ansA,AZ02,F1,1,gene,-38,ansA,ansA,1,
ansA,AZ02,F1,1,Operon,-37,ansA-pncA,"ansA,pncA",1,
yqjF,AZ02,F2,1,gene,14,yqjF,yqjF,1,
yqjF,AZ02,F2,1,Operon,15,yqjF,yqjF,1,
yhaH,AZ02,F5,1,gene,-72,yhaH,yhaH,1,
yhaH,AZ02,F5,1,Operon,-71,yhaH,yhaH,1,
yqjG,AZ02,F4,1,gene,-90,yqjG,yqjG,1,
yqjG,AZ02,F4,1,Operon,-89,yqjG,yqjG,1,
sdaA,AZ02,F7,1,gene,-53,sdaA,sdaA,1,
sdaA,AZ02,F7,1,Operon,-52,sdaA,sdaA,1,
fixC,AZ02,F6,1,gene,-31,fixC,fixC,1,
yafL,AZ12,C12,1,gene,-23,yafL,yafL,1,
yafL,AZ12,C12,1,Operon,-22,yafL,yafL,1,
dnaQ,AZ12,C11,1,gene,-36,dnaQ,dnaQ,1,
dnaQ,AZ12,C11,1,Operon,-35,dnaQ,dnaQ,1,
stpA,AZ10,F2,-1,gene,-68,stpA,stpA,1,
stpA,AZ10,F2,-1,Operon,-68,stpA,stpA,1,
yhbW,AZ03,C1,1,gene,-60,yhbW,yhbW,1,
yhbW,AZ03,C1,1,Operon,-59,yhbW,yhbW,1,
serA,AZ03,C3,-1,gene,-86,serA,serA,1,
serA,AZ03,C3,-1,Operon,-86,serA,serA,1,
yjjU,AZ03,C2,1,gene,-343,ytjA,ytjA,1,
yjjU,AZ03,C2,1,Operon,-342,ytjA,ytjA,1,
yjjU,AZ03,C2,1,gene,-60,yjjU,yjjU,2,
yjjU,AZ03,C2,1,Operon,-59,yjjUV,"yjjU,yjjV",2,
yhfL,AZ03,C5,1,gene,-37,yhfL,yhfL,1,
yhfL,AZ03,C5,1,Operon,-36,yhfL,yhfL,1,
yhfK,AZ03,C4,1,gene,-102,yhfK,yhfK,1,
yhfK,AZ03,C4,1,Operon,-101,yhfK,yhfK,1,
yhgA,AZ03,C7,1,gene,-64,yhgA,yhgA,1,
yhgA,AZ03,C7,1,Operon,-63,yhgA,yhgA,1,
yhfP,AZ03,C6,1,gene,322,frlD,frlD,1,TRUE
yhcA,AZ03,C9,1,gene,-73,yhcA,yhcA,1,
yhcA,AZ03,C9,1,Operon,-72,yhcAD-ychE_1,"yhcA,yhcD,ychE_1",1,
yrbL,AZ03,C8,1,gene,-84,yrbL,yrbL,1,
yrbL,AZ03,C8,1,Operon,-83,yrbL,yrbL,1,
yphF,AZ14,H12,-1,gene,-89,yphF,yphF,1,
yphF,AZ14,H12,-1,Operon,-89,yphFED,"yphF,yphE,yphD",1,
yeiM,AZ14,H10,-1,gene,-95,psuT,psuT,1,
yeiM,AZ14,H10,-1,Operon,-95,psuT,psuT,1,
hisJ,AZ14,H11,-1,gene,-84,hisJ,hisJ,1,
asd,AZ18,C9,-1,gene,-82,asd,asd,1,
asd,AZ18,C9,-1,Operon,-82,asd,asd,1,
rhlB,AZ18,C8,-1,gene,-69,rhlB,rhlB,1,
rhlB,AZ18,C8,-1,Operon,-69,rhlB,rhlB,1,
pdxK,AZ18,C5,-1,gene,-83,pdxK,pdxK,1,
pdxK,AZ18,C5,-1,Operon,-83,pdxK,pdxK,1,
yfaL,AZ18,C4,-1,gene,-99,yfaL,yfaL,1,
yfaL,AZ18,C4,-1,Operon,-99,yfaL,yfaL,1,
ggt,AZ18,C7,-1,gene,-71,ggt,ggt,1,
ggt,AZ18,C7,-1,Operon,-71,ggt,ggt,1,
ribB,AZ18,C6,-1,Operon,-346,sroG-ribB,"sroG,ribB",1,
ribB,AZ18,C6,-1,gene,-94,ribB,ribB,1,
grxA,AZ18,C1,-1,gene,-87,grxA,grxA,1,
grxA,AZ18,C1,-1,Operon,-87,grxA,grxA,1,
serA,AZ18,C3,-1,gene,-86,serA,serA,1,
serA,AZ18,C3,-1,Operon,-86,serA,serA,1,
osmE,AZ18,C2,-1,gene,-71,osmE,osmE,1,
osmE,AZ18,C2,-1,Operon,-71,osmE,osmE,1,
ybcK,AZ01,G7,1,gene,-55,ybcK,ybcK,1,
ybcK,AZ01,G7,1,Operon,-54,ybcK,ybcK,1,
renD,AZ01,G6,1,Operon,-143,renD-emrE,"renD,emrE",1,
ylbE,AZ01,G4,1,gene,-349,ylbE,ylbE,1,
edd,AZ01,G3,-1,gene,-75,edd,edd,1,
edd,AZ01,G3,-1,Operon,-75,edd-eda,"edd,eda",1,
pfkA,AZ01,G2,1,gene,-87,pfkA,pfkA,1,
pfkA,AZ01,G2,1,Operon,-86,pfkA,pfkA,1,
tktB,AZ01,G1,1,gene,-80,tktB,tktB,1,
glxK,AZ01,G9,1,gene,-92,glxK,glxK,1,
ybcL,AZ01,G8,1,gene,-58,ybcL,ybcL,1,
ybcL,AZ01,G8,1,Operon,-57,ybcLM,"ybcL,ybcM",1,
asnV,AZ08,A10,1,gene,-29,asnV,asnV,1,
asnV,AZ08,A10,1,Operon,-28,asnV,asnV,1,
yejH,AZ08,A11,1,gene,-43,yejH,yejH,1,
yejH,AZ08,A11,1,Operon,-42,radD,radD,1,
ymfI,AZ15,G10,1,gene,4,ymfI,ymfI,1,
ymfI,AZ15,G10,1,Operon,5,ymfI,ymfI,1,
ycgI,AZ15,G11,1,gene,-515,ymgJ,ymgJ,1,
ycgI,AZ15,G11,1,Operon,-313,ymgH-ycgI,"ymgH,ycgI",1,
ycgI,AZ15,G11,1,gene,-215,ycgI,ycgI,2,
ymgE,AZ15,G12,1,gene,-69,ymgE,ymgE,1,
ymgE,AZ15,G12,1,Operon,-68,ymgE,ymgE,1,
yahN,AZ17,D12,-1,gene,-70,yahN,yahN,1,
yahN,AZ17,D12,-1,Operon,-70,yahN,yahN,1,
sanA,AZ13,F12,1,gene,-28,sanA,sanA,1,
sanA,AZ13,F12,1,Operon,-27,sanA-yeiS,"sanA,yeiS",1,
lolA,AZ13,F11,1,gene,-97,lolA,lolA,1,
lolA,AZ13,F11,1,Operon,-96,lolA-rarA,"lolA,rarA",1,
wrbA,AZ13,F10,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ13,F10,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
rfe,AZ05,A11,1,gene,-82,wecA,wecA,1,
rfe,AZ05,A11,1,Operon,-81,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,"rfe,wzzE,wecB,wecC,rffG,rffH,rffC,wecE,wzxE,rffT,wzyE,rffM",1,
cdd,AZ05,A10,1,gene,-24,cdd,cdd,1,
cdd,AZ05,A10,1,Operon,-23,cdd,cdd,1,
yajB,AZ10,E7,-1,gene,-88,acpH,acpH,1,
yajB,AZ10,E7,-1,Operon,-88,acpH,acpH,1,
ligT,AZ10,E6,-1,gene,-76,ligT,ligT,1,
ligT,AZ10,E6,-1,Operon,-76,thpR,thpR,1,
ppiB,AZ10,E5,-1,gene,-95,ppiB,ppiB,1,
ppiB,AZ10,E5,-1,Operon,-95,ppiB-lpxH,"ppiB,lpxH",1,
elaA,AZ10,E4,-1,gene,-93,elaA,elaA,1,
elaA,AZ10,E4,-1,Operon,-93,elaA,elaA,1,
yejO,AZ10,E3,-1,Operon,-89,yejO,yejO,1,
yeiE,AZ10,E2,-1,gene,-99,yeiE,yeiE,1,
yeiE,AZ10,E2,-1,Operon,-99,yeiE,yeiE,1,
dusC,AZ10,E1,-1,gene,-94,dusC,dusC,1,
dusC,AZ10,E1,-1,Operon,-94,dusC,dusC,1,
nudF,AZ11,D12,-1,gene,-82,nudF,nudF,1,
nudF,AZ11,D12,-1,Operon,-82,nudF-yqiB-cpdA-yqiA-parE,"nudF,yqiB,cpdA,yqiA,parE",1,
pdxB,AZ11,D11,-1,gene,-70,pdxB,pdxB,1,
pdxB,AZ11,D11,-1,Operon,-70,pdxB-usg-truA-dedA,"pdxB,usg,truA,dedA",1,
inaA,AZ11,D10,-1,gene,-71,inaA,inaA,1,
inaA,AZ11,D10,-1,Operon,-71,inaA,inaA,1,
ycfR,AZ15,G9,1,gene,-44,bhsA,bhsA,1,
ycfR,AZ15,G9,1,Operon,-43,bhsA,bhsA,1,
ycdC,AZ15,G6,1,gene,-89,rutR,rutR,1,
ycdC,AZ15,G6,1,Operon,-88,rutR,rutR,1,
ymdE,AZ15,G7,1,gene,-37,ymdE,ymdE,1,
ycaP,AZ15,G4,1,gene,-29,ycaP,ycaP,1,
ycaP,AZ15,G4,1,Operon,-28,ycaP,ycaP,1,
ftsQ,AZ15,G5,1,gene,-101,ftsQ,ftsQ,1,
ycaD,AZ15,G2,1,gene,-31,ycaD,ycaD,1,
ycaD,AZ15,G2,1,Operon,-30,ycaD,ycaD,1,
ycaK,AZ15,G3,1,gene,-48,ycaK,ycaK,1,
ycaK,AZ15,G3,1,Operon,-47,ycaK,ycaK,1,
clpS,AZ15,G1,1,gene,-28,clpS,clpS,1,
clpS,AZ15,G1,1,Operon,-27,clpS,clpS,1,
wrbA,AZ10,F10,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ10,F10,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
yeaP,AZ10,F11,1,gene,43,yeaP,yeaP,1,
yeaP,AZ10,F11,1,Operon,44,dgcP,dgcP,1,
yoaB,AZ10,F12,1,gene,20,yoaB,yoaB,1,
yoaB,AZ10,F12,1,Operon,21,yoaB,yoaB,1,
yedY,AZ05,A6,1,gene,-49,yedY,yedY,1,
yedY,AZ05,A6,1,Operon,-48,msrPQ,"msrP,msrQ",1,
atoS,AZ18,D12,1,gene,-38,atoS,atoS,1,
atoS,AZ18,D12,1,Operon,-37,atoSC,"atoS,atoC",1,
ompX,AZ18,D10,1,gene,-65,ompX,ompX,1,
ompX,AZ18,D10,1,Operon,-64,ompX,ompX,1,
yedP,AZ18,D11,1,gene,-59,yedP,yedP,1,
yedP,AZ18,D11,1,Operon,-58,yedP,yedP,1,
ykgI,AZ12,G3,-1,gene,-64,rclB,rclB,1,
yagZ,AZ12,G2,-1,gene,-100,ecpA,ecpA,1,
yagZ,AZ12,G2,-1,Operon,-100,ecpA,ecpA,1,
yagY,AZ12,G1,-1,gene,-76,ecpB,ecpB,1,
yagY,AZ12,G1,-1,Operon,-76,ecpBCDE,"ecpB,ecpC,ecpD,ecpE",1,
ybjN,AZ07,E10,1,gene,-63,ybjN,ybjN,1,
dinB,AZ12,G7,1,gene,-88,dinB,dinB,1,
dinB,AZ12,G7,1,Operon,-87,dinB-yafNOP,"dinB,yafN,yafO,yafP",1,
mutT,AZ12,G6,1,gene,-22,mutT,mutT,1,
yafK,AZ12,G5,-1,gene,-97,yafK,yafK,1,
yafK,AZ12,G5,-1,Operon,-97,yafK,yafK,1,
ftsK,AZ12,G9,1,gene,-83,ftsK,ftsK,1,
ftsK,AZ12,G9,1,Operon,-82,ftsK,ftsK,1,
brnQ,AZ12,G8,1,gene,-68,brnQ,brnQ,1,
brnQ,AZ12,G8,1,Operon,-67,brnQ-proY,"brnQ,proY",1,
ybeF,AZ07,B8,-1,gene,-250,ybeF,ybeF,1,
ybeF,AZ07,B8,-1,Operon,-250,ybeF,ybeF,1,
hscC,AZ07,B9,-1,gene,-91,hscC,hscC,1,
hscC,AZ07,B9,-1,Operon,-91,hscC,hscC,1,
cobU,AZ07,B2,-1,gene,-460,yeeH,yeeH,1,
cobU,AZ07,B2,-1,gene,-70,cobU,cobU,2,
cobU,AZ07,B2,-1,Operon,-70,cobUST,"cobU,cobS,cobT",1,
mcrA,AZ07,B3,1,gene,-96,mcrA,mcrA,1,
mcrA,AZ07,B3,1,Operon,-95,mcrA,mcrA,1,
yaiP,AZ07,B6,-1,gene,-91,yaiP,yaiP,1,
yaiP,AZ07,B6,-1,Operon,-91,yaiP,yaiP,1,
ybdG,AZ07,B7,-1,gene,-79,ybdG,ybdG,1,
ybdG,AZ07,B7,-1,Operon,-79,ybdG,ybdG,1,
yahB,AZ07,B4,-1,gene,-87,yahB,yahB,1,
yahB,AZ07,B4,-1,Operon,-87,yahB,yahB,1,
yaiM,AZ07,B5,-1,gene,-93,frmB,frmB,1,
polA,AZ11,H8,1,gene,109,polA,polA,1,
polA,AZ11,H8,1,Operon,110,polA,polA,1,
mngR,AZ02,A10,-1,gene,-77,mngR,mngR,1,
mngR,AZ02,A10,-1,Operon,-77,mngR,mngR,1,
yfbE,AZ11,H6,1,Operon,-45,arnBCADTEF,"arnB,arnC,arnA,arnD,arnT,arnE,arnF",1,
yfbE,AZ11,H6,1,gene,-28,arnB,arnB,1,
ybaB,AZ11,G2,1,gene,-87,ybaB,ybaB,1,
ybaB,AZ11,G2,1,Operon,-86,ybaB-recR,"ybaB,recR",1,
ybaA,AZ11,G3,1,gene,-37,ybaA,ybaA,1,
ybaA,AZ11,G3,1,Operon,-36,ybaA,ybaA,1,
yadR,AZ11,G1,1,gene,-76,erpA,erpA,1,
yadR,AZ11,G1,1,Operon,-75,erpA,erpA,1,
ppiD,AZ11,G6,1,gene,-25,ppiD,ppiD,1,
ppiD,AZ11,G6,1,Operon,-24,ppiD,ppiD,1,
ybaV,AZ11,G7,1,gene,-61,ybaV,ybaV,1,
ybaV,AZ11,G7,1,Operon,-60,ybaV,ybaV,1,
cdaR,AZ11,G4,1,gene,-21,cdaR,cdaR,1,
cdaR,AZ11,G4,1,Operon,-20,cdaR,cdaR,1,
adrA,AZ11,G5,1,gene,-101,yaiC,yaiC,1,
adrA,AZ11,G5,1,Operon,-100,dgcC,dgcC,1,
yafM,AZ11,G8,1,gene,-91,rayT,rayT,1,
yafM,AZ11,G8,1,Operon,-90,rayT,rayT,1,
uxuR,AZ11,G9,1,gene,-89,uxuR,uxuR,1,
uxuR,AZ11,G9,1,Operon,-88,uxuR,uxuR,1,
ptrB,AZ04,D11,-1,gene,-96,ptrB,ptrB,1,
ptrB,AZ04,D11,-1,Operon,-96,ptrB,ptrB,1,
rnd,AZ04,D10,-1,gene,-76,rnd,rnd,1,
rnd,AZ04,D10,-1,Operon,-76,rnd,rnd,1,
clpB,AZ04,D12,-1,gene,-191,ryfD,ryfD,1,TRUE
clpB,AZ04,D12,-1,Operon,-191,ryfD,ryfD,1,TRUE
clpB,AZ04,D12,-1,gene,-69,clpB,clpB,2,
clpB,AZ04,D12,-1,Operon,-69,clpB,clpB,2,
fklB,AZ08,H9,1,gene,63,fklB,fklB,1,
fklB,AZ08,H9,1,Operon,64,fklB,fklB,1,
efp,AZ08,H8,1,gene,-82,efp,efp,1,
efp,AZ08,H8,1,Operon,-81,efp,efp,1,
yihR,AZ02,E7,-1,gene,-73,yihR,yihR,1,
yihR,AZ02,E7,-1,Operon,-73,yihR,yihR,1,
lacZ,AZ08,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ08,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
slyX,AZ08,H3,1,gene,-62,slyX,slyX,1,
slyX,AZ08,H3,1,Operon,-61,slyX,slyX,1,
def,AZ08,H2,1,gene,-39,def,def,1,
def,AZ08,H2,1,Operon,-38,def-fmt,"def,fmt",1,
yifE,AZ08,H5,1,gene,-99,yifE,yifE,1,
yifE,AZ08,H5,1,Operon,-98,yifE,yifE,1,
kdtA,AZ08,H4,1,gene,-93,waaA,waaA,1,
kdtA,AZ08,H4,1,Operon,-92,waaA-coaD,"waaA,coaD",1,
dgkA,AZ08,H7,1,gene,-30,dgkA,dgkA,1,
dgkA,AZ08,H7,1,Operon,-29,dgkA,dgkA,1,
iap,AZ08,H6,1,gene,-91,iap,iap,1,
iap,AZ08,H6,1,Operon,-90,iap,iap,1,
ykfI,AZ01,H8,-1,gene,-70,ykfI,ykfI,1,
yhjK,AZ02,E2,-1,gene,-111,yhjK,yhjK,1,
