Plate,Well,Gene_Name,Strand,Amplicons,Amplicon_length,Mapping,Primer1_e,Primer1_query_start,Primer1_query_end,Primer1_target_start,Primer1_target_end,Primer2_e,Primer2_query_start,Primer2_query_end,Primer2_target_start,Primer2_target_end
AZ02,A5,setB,1,1,478,2263426..2263904,0.000893177,9,27,2263426,2263444,0.00352928,48,65,2263887,2263904
AZ02,A6,crp,1,1,480,3485729..3486209,0.000893177,9,27,3485729,3485747,0.00352928,48,65,3486192,3486209
AZ02,A7,pdhR,1,1,663,121453..122116,0.00352928,10,27,121453,121470,0.00352928,48,65,122099,122116
AZ02,A8,pykF,1,1,692,1755046..1755738,0.0137091,10,26,1755046,1755062,0.00346946,47,64,1755721,1755738
AZ02,A9,sdhC,1,1,870,754398..755268,0.000893177,9,27,754398,754416,0.00352928,48,65,755251,755268
AZ12,F5,gadX,-1,1,485,3666195..3665710,0.00364891,1,18,3666195,3666212,0.000233705,47,66,3665729,3665710
AZ06,B9,yfbS,-1,1,242,2411508..2411266,0.00352928,1,18,2411508,2411525,0.000893177,47,65,2411284,2411266
AZ06,B8,nrdG,-1,1,251,4460542..4460291,0.000893177,1,19,4460542,4460560,0.00352928,47,64,4460308,4460291
AZ06,B1,nudB,-1,1,248,1948803..1948555,0.000893177,1,19,1948803,1948821,0.00352928,47,64,1948572,1948555
AZ06,B3,pyrG,-1,1,342,2909911..2909569,0.00358909,1,18,2909911,2909928,0.000908316,47,65,2909587,2909569
AZ06,B2,cpsG,-1,1,263,2123162..2122899,0.00352928,1,18,2123162,2123179,0.000893177,47,65,2122917,2122899
AZ06,B5,gcvP,-1,1,299,3049240..3048941,0.00352928,1,18,3049240,3049257,0.00352928,47,64,3048958,3048941
AZ06,B4,gcvA,-1,1,477,2942965..2942488,0.000229873,1,20,2942965,2942984,0.00358909,48,65,2942505,2942488
AZ06,B7,phnL,-1,1,223,4318021..4317798,0.00346946,1,18,4318021,4318038,0.00346946,47,64,4317815,4317798
AZ08,D8,sufI,-1,1,231,3162827..3162596,0.000878039,1,19,3162827,3162845,0.00346946,47,64,3162613,3162596
AZ19,H12,rsd,-1,1,250,4196963..4196713,0.000908316,1,19,4196963,4196981,0.000908316,47,65,4196731,4196713
AZ19,H11,sthA,-1,1,491,4161114..4160623,0.00352928,1,18,4161114,4161131,5.7206e-05,47,67,4160643,4160623
AZ19,H10,yiiQ,-1,1,233,4112355..4112122,1.44775e-05,1,22,4112355,4112376,0.00352928,47,64,4112139,4112122
AZ01,D8,metR,-1,1,341,4013069..4012728,0.0120546,1,17,4013069,4013085,0.000772068,38,56,4012746,4012728
AZ01,D9,metJ,-1,1,383,4128478..4128095,0.00352928,1,18,4128478,4128495,0.00352928,47,64,4128112,4128095
AZ01,D6,yifB,-1,1,471,3950375..3949904,0.000226042,1,20,3950375,3950394,0.00352928,47,64,3949921,3949904
AZ01,D7,ilvY,-1,1,295,3958024..3957729,0.000229873,1,20,3958024,3958043,0.00358909,48,65,3957746,3957729
AZ01,D4,aer,-1,1,405,3219402..3218997,0.00358909,1,18,3219402,3219419,0.000908316,47,65,3219015,3218997
AZ01,D5,asnC,-1,1,318,3927223..3926905,0.000893177,1,19,3927223,3927241,0.00352928,47,64,3926922,3926905
AZ01,D2,lysA,-1,1,250,2979077..2978827,0.0137091,1,17,2979077,2979093,0.00346946,46,63,2978844,2978827
AZ01,D3,b3007,-1,1,259,3152118..3151859,0.00364891,1,18,3152118,3152135,0.000233705,47,66,3151878,3151859
AZ01,D1,amiC,-1,1,300,2949302..2949002,0.00352928,1,18,2949302,2949319,0.00352928,47,64,2949019,2949002
AZ13,C1,fur,-1,1,452,711000..710548,0.000893177,1,19,711000,711018,0.00352928,47,64,710565,710548
AZ08,E9,yraL,-1,1,182,3293417..3293235,0.000893177,1,19,3293417,3293435,0.00352928,47,64,3293252,3293235
AZ19,A8,yidK,-1,1,225,3860253..3860028,0.00352928,1,18,3860253,3860270,0.00352928,47,64,3860045,3860028
AZ19,A9,yidR,-1,1,146,3869389..3869243,0.00352928,1,18,3869389,3869406,0.00352928,47,64,3869260,3869243
AZ19,A4,yhjR,-1,1,359,3696462..3696103,0.00352928,1,18,3696462,3696479,0.00352928,47,64,3696120,3696103
AZ19,A5,yiaF,-1,1,489,3719557..3719068,0.00352928,1,18,3719557,3719574,0.00352928,47,64,3719085,3719068
AZ19,A6,yiaJ,-1,1,337,3742793..3742456,0.000893177,1,19,3742793,3742811,0.00352928,47,64,3742473,3742456
AZ19,A7,yiaT,-1,1,254,3752034..3751780,0.000893177,1,19,3752034,3752052,0.00352928,47,64,3751797,3751780
AZ19,A2,hdeA,-1,1,417,3657074..3656657,0.000226042,1,20,3657074,3657093,0.00352928,47,64,3656674,3656657
AZ19,A3,yhjB,-1,1,567,3672361..3671794,0.00352928,1,18,3672361,3672378,0.00352928,47,64,3671811,3671794
AZ16,D10,ydcJ,1,1,193,1494916..1495109,0.000233705,10,29,1494916,1494935,0.00364891,50,67,1495092,1495109
AZ16,D11,rssA,1,1,225,1289050..1289275,0.000908316,10,28,1289050,1289068,0.000229873,49,68,1289256,1289275
AZ16,D12,ompW,1,1,528,1313571..1314099,0.000233705,10,29,1313571,1313590,0.00364891,50,67,1314082,1314099
AZ17,G12,wcaJ,-1,0,0,2121671..0,0.000484435,1,19,2121671,2121689,,0,0,0,0
AZ17,G10,yeeX,-1,1,252,2079586..2079334,0.00352928,1,18,2079586,2079603,0.00352928,47,64,2079351,2079334
AZ17,G11,yeeE,-1,1,328,2085772..2085444,0.00352928,1,18,2085772,2085789,0.00352928,47,64,2085461,2085444
AZ13,D9,nhaA,1,1,713,16862..17575,0.00352928,10,27,16862,16879,0.00352928,48,65,17558,17575
AZ13,D8,allA,1,1,370,532146..532516,0.00352928,10,27,532146,532163,0.00352928,48,65,532499,532516
AZ13,D1,yagU,1,1,611,302473..303084,0.00352928,10,27,302473,302490,0.00352928,48,65,303067,303084
AZ13,D3,prpC,1,3,160,349874..350034,0.000893177,9,27,349874,349892,0.00352928,48,65,350017,350034
AZ13,D3,prpC,1,3,253,349781..350034,0.000893177,9,27,349781,349799,0.00352928,48,65,350017,350034
AZ13,D3,prpC,1,3,346,349688..350034,0.000893177,9,27,349688,349706,0.00352928,48,65,350017,350034
AZ13,D2,yahD,1,1,427,334934..335361,0.00352928,10,27,334934,334951,0.00352928,48,65,335344,335361
AZ13,D5,yaiZ,1,1,293,399262..399555,0.00358909,10,27,399262,399279,0.000908316,48,66,399537,399555
AZ13,D4,b0374,1,1,263,392819..393082,0.00352928,10,27,392819,392836,0.00352928,48,65,393065,393082
AZ13,D7,ybaQ,1,1,250,508007..508257,0.000893177,5,27,508007,508029,0.00352928,48,65,508240,508257
AZ13,D6,ybaD,1,1,263,432815..433078,0.00352928,10,27,432815,432832,0.00352928,48,65,433061,433078
AZ06,E12,tam,1,1,247,1607195..1607442,0.00352928,10,27,1607195,1607212,0.000893177,48,66,1607424,1607442
AZ06,E10,ydiS,1,1,159,1781270..1781429,0.00352928,10,27,1781270,1781287,0.000893177,48,66,1781411,1781429
AZ06,E11,yncC,1,1,257,1519994..1520251,0.000226042,8,27,1519994,1520013,0.00352928,48,65,1520234,1520251
AZ05,D10,ykgD,1,1,367,319951..320318,0.00352928,10,27,319951,319968,0.00352928,48,65,320301,320318
AZ05,D11,gsk,1,1,338,499886..500224,0.000893177,9,27,499886,499904,0.00352928,48,65,500207,500224
AZ05,D12,smtA,1,1,321,973300..973621,0.000229873,9,28,973300,973319,0.00358909,49,66,973604,973621
AZ10,C5,hupB,1,1,326,461164..461490,0.00352928,10,27,461164,461181,0.00352928,48,65,461473,461490
AZ10,C4,tgt,1,1,217,425984..426201,0.000233705,10,29,425984,426003,0.000233705,50,69,426182,426201
AZ15,F11,ydiL,1,1,550,1770100..1770650,0.00352928,10,27,1770100,1770117,0.00352928,48,65,1770633,1770650
AZ15,F10,wrbA,-1,1,346,1067955..1067609,0.00352928,1,18,1067955,1067972,0.00352928,47,64,1067626,1067609
AZ15,F12,kil,-1,1,421,1418592..1418171,0.00352928,1,18,1418592,1418609,0.00352928,47,64,1418188,1418171
AZ15,B5,ybhI,1,1,244,801728..801972,0.000893177,9,27,801728,801746,0.000893177,48,66,801954,801972
AZ15,B4,ybcV,-1,1,356,579899..579543,0.00364891,1,18,579899,579916,0.000233705,47,66,579562,579543
AZ15,B6,potF,1,1,488,893356..893844,0.000908316,10,28,893356,893374,0.00358909,49,66,893827,893844
AZ15,B1,ybjH,-1,1,221,885369..885148,0.00352928,1,18,885369,885386,0.00352928,47,64,885165,885148
AZ10,F8,nudG,1,1,250,1841337..1841587,0.00352928,10,27,1841337,1841354,5.7206e-05,48,68,1841567,1841587
AZ15,B2,ymcC,-1,1,269,1049501..1049232,0.00352928,1,18,1049501,1049518,0.00352928,47,64,1049249,1049232
AZ10,F6,ycgF,-1,1,445,1215820..1215375,0.00352928,1,18,1215820,1215837,0.00352928,47,64,1215392,1215375
AZ10,F7,yniC,1,1,285,1808933..1809218,0.00358909,11,28,1808933,1808950,0.00358909,49,66,1809201,1809218
AZ10,F4,glyQ,-1,1,667,3725917..3725250,0.00352928,1,18,3725917,3725934,0.00352928,47,64,3725267,3725250
AZ10,F5,trmA,-1,1,512,4163689..4163177,0.00352928,1,18,4163689,4163706,0.00352928,47,64,4163194,4163177
AZ15,B9,yeaV,1,1,371,1882901..1883272,0.000226042,8,27,1882901,1882920,0.00352928,48,65,1883255,1883272
AZ15,B8,ydcS,1,1,389,1511331..1511720,0.00352928,10,27,1511331,1511348,0.000893177,48,66,1511702,1511720
AZ10,F1,gltX,-1,3,366,2520946..2520580,0.00352928,1,18,2520946,2520963,0.00352928,47,64,2520597,2520580
AZ10,F1,gltX,-1,3,486,2521066..2520580,0.00352928,1,18,2521066,2521083,0.00352928,47,64,2520597,2520580
AZ10,F1,gltX,-1,3,608,2521188..2520580,0.00352928,1,18,2521188,2521205,0.00352928,47,64,2520597,2520580
AZ15,C12,ydcA,1,1,377,1491361..1491738,0.000893177,9,27,1491361,1491379,0.000226042,48,67,1491719,1491738
AZ10,C2,skp,1,1,296,200277..200573,0.000893177,9,27,200277,200295,0.000893177,48,66,200555,200573
AZ13,H9,cbpA,-1,1,403,1064082..1063679,0.00352928,1,18,1064082,1064099,0.000893177,47,65,1063697,1063679
AZ03,B10,yjdB,-1,1,215,4335741..4335526,0.00352928,1,18,4335741,4335758,0.00352928,47,64,4335543,4335526
AZ03,B11,aniC,-1,1,251,4337208..4336957,0.000893177,1,19,4337208,4337226,0.00352928,47,64,4336974,4336957
AZ03,B12,yjdF,-1,1,292,4345755..4345463,0.00352928,1,18,4345755,4345772,0.000893177,47,65,4345481,4345463
AZ12,F12,yagM,-1,1,491,295214..294723,0.000938593,1,19,295214,295232,0.000237536,48,67,294742,294723
AZ12,F10,wrbA,-1,1,346,1067955..1067609,0.00352928,1,18,1067955,1067972,0.00352928,47,64,1067626,1067609
AZ12,F11,yagB,-1,1,240,280905..280665,0.00352928,1,18,280905,280922,0.00352928,47,64,280682,280665
AZ12,D8,dinG,1,1,268,832872..833140,0.000908316,10,28,832872,832890,0.00358909,49,66,833123,833140
AZ12,D9,xthA,1,1,600,1831891..1832491,0.00352928,10,27,1831891,1831908,0.00352928,48,65,1832474,1832491
AZ12,D2,lit,1,1,629,1197941..1198570,0.00352928,10,27,1197941,1197958,0.00352928,48,65,1198553,1198570
AZ12,D3,ycgJ,1,1,660,1225984..1226644,0.00352928,10,27,1225984,1226001,0.00352928,48,65,1226627,1226644
AZ12,D1,ybgI,1,1,454,742471..742925,0.000908316,10,28,742471,742489,0.000908316,49,67,742907,742925
AZ12,D6,nhoA,1,1,265,1533811..1534076,0.00352928,10,27,1533811,1533828,0.00352928,48,65,1534059,1534076
AZ12,D7,ydeJ,1,1,420,1624421..1624841,0.00352928,10,27,1624421,1624438,0.00352928,48,65,1624824,1624841
AZ12,D4,ycgL,1,1,356,1227399..1227755,0.00352928,10,27,1227399,1227416,0.00352928,48,65,1227738,1227755
AZ12,D5,ydbH,1,1,325,1442762..1443087,0.00352928,10,27,1442762,1442779,0.00352928,48,65,1443070,1443087
AZ18,E12,yidC,1,1,373,3884772..3885145,0.000893177,9,27,3884772,3884790,0.000893177,48,66,3885127,3885145
AZ18,E11,mltC,1,1,246,3104284..3104530,0.000908316,10,28,3104284,3104302,0.00358909,49,66,3104513,3104530
AZ18,E10,agn43,1,1,329,2071122..2071451,0.00352928,10,27,2071122,2071139,0.000893177,48,66,2071433,2071451
AZ04,A10,ygbI,-1,1,302,2861476..2861174,0.00358909,1,18,2861476,2861493,0.000908316,47,65,2861192,2861174
AZ04,A11,ssuE,-1,1,485,997915..997430,0.00352928,1,18,997915,997932,0.00352928,47,64,997447,997430
AZ04,A2,insB_4,1,1,457,1049663..1050120,0.00352928,10,27,1049663,1049680,0.00352928,48,65,1050103,1050120
AZ04,A3,hydN,-1,1,279,2838306..2838027,0.00352928,1,18,2838306,2838323,0.000893177,47,65,2838045,2838027
AZ04,D1,b2974,-1,1,580,3119620..3119040,0.000226042,1,20,3119620,3119639,0.00352928,47,64,3119057,3119040
AZ04,D3,chiA,-1,1,430,3470198..3469768,0.00352928,1,18,3470198,3470215,0.00352928,47,64,3469785,3469768
AZ04,D2,hybO,-1,1,280,3146462..3146182,0.00352928,1,18,3146462,3146479,0.000893177,47,65,3146200,3146182
AZ04,D5,yhfZ,-1,1,607,3512658..3512051,0.00352928,1,18,3512658,3512675,0.00352928,47,64,3512068,3512051
AZ04,D4,yhfX,-1,1,216,3511091..3510875,0.00352928,1,18,3511091,3511108,0.000893177,47,65,3510893,3510875
AZ09,F10,wrbA,-1,1,346,1067955..1067609,0.00352928,1,18,1067955,1067972,0.00352928,47,64,1067626,1067609
AZ09,F11,rpsB,1,1,546,189427..189973,0.00352928,10,27,189427,189444,0.00352928,48,65,189956,189973
AZ04,D9,recE,-1,1,244,1417543..1417299,0.00352928,1,18,1417543,1417560,0.00352928,47,64,1417316,1417299
AZ04,D8,rna,-1,1,253,645188..644935,0.00352928,1,18,645188,645205,0.00352928,47,64,644952,644935
AZ11,A1,yfjN,1,1,284,2765684..2765968,0.00358909,10,27,2765684,2765701,0.000229873,48,67,2765949,2765968
AZ03,G5,aldH,1,1,412,1362392..1362804,0.000893177,9,27,1362392,1362410,0.00352928,48,65,1362787,1362804
AZ03,G4,ndh,1,1,541,1165610..1166151,0.00352928,10,27,1165610,1165627,0.00352928,48,65,1166134,1166151
AZ03,G7,fhlA,1,1,232,2854182..2854414,0.00352928,10,27,2854182,2854199,0.00352928,48,65,2854397,2854414
AZ03,G6,aldA,1,1,355,1487950..1488305,0.00352928,10,27,1487950,1487967,0.00352928,48,65,1488288,1488305
AZ03,G1,yjdI,1,1,301,4351565..4351866,5.81756e-05,8,28,4351565,4351585,0.000229873,49,68,4351847,4351866
AZ11,A2,tilS,1,1,237,212181..212418,0.00352928,10,27,212181,212198,0.00352928,48,65,212401,212418
AZ03,G3,cbdA,1,1,270,1037525..1037795,0.000893177,9,27,1037525,1037543,0.00352928,48,65,1037778,1037795
AZ03,G2,dmsA,1,1,471,940646..941117,0.00352928,10,27,940646,940663,0.00352928,48,65,941100,941117
AZ11,A3,tig,1,1,495,454719..455214,0.00352928,10,27,454719,454736,0.000893177,48,66,455196,455214
AZ03,G9,cybC,1,1,390,4459214..4459604,0.000229873,9,28,4459214,4459233,0.000908316,49,67,4459586,4459604
AZ01,H11,icd,1,1,348,1194836..1195184,0.000893177,9,27,1194836,1194854,0.00352928,48,65,1195167,1195184
AZ01,H12,yegT,1,1,355,2178543..2178898,0.000233705,10,29,2178543,2178562,0.00364891,50,67,2178881,2178898
AZ05,E12,upp,-1,1,435,2621245..2620810,0.000893177,1,19,2621245,2621263,0.00352928,47,64,2620827,2620810
AZ16,A9,yaaU,1,1,204,45662..45866,0.000893177,9,27,45662,45680,0.000893177,48,66,45848,45866
AZ04,A8,sirA,-1,1,316,3609226..3608910,0.000908316,1,19,3609226,3609244,0.00358909,48,65,3608927,3608910
AZ15,H12,yajR,-1,1,236,446831..446595,0.000226042,1,20,446831,446850,0.00352928,47,64,446612,446595
AZ05,D2,yfjR,1,1,376,2769416..2769792,0.00352928,10,27,2769416,2769433,0.000893177,48,66,2769774,2769792
AZ05,D3,yqaC,1,1,341,2787335..2787676,0.00352928,10,27,2787335,2787352,0.00352928,48,65,2787659,2787676
AZ05,D1,yfjP,1,1,483,2767084..2767567,0.000233705,10,29,2767084,2767103,0.00364891,50,67,2767550,2767567
AZ05,D7,ygeY,1,1,199,3008632..3008831,0.00352928,10,27,3008632,3008649,0.00352928,48,65,3008814,3008831
AZ05,D4,ygdQ,1,1,208,2970282..2970490,0.000893177,9,27,2970282,2970300,0.00352928,48,65,2970473,2970490
AZ05,D5,yqeI,1,1,501,2988086..2988587,0.00352928,10,27,2988086,2988103,0.000893177,48,66,2988569,2988587
AZ05,D8,ygiL,1,1,432,3185024..3185456,0.000226042,4,27,3185024,3185047,0.00352928,48,65,3185439,3185456
AZ09,G7,rpmE,1,1,365,4126733..4127098,0.00352928,10,27,4126733,4126750,0.000226042,48,67,4127079,4127098
AZ13,C9,ycbK,1,1,311,982796..983107,0.000233705,10,29,982796,982815,0.00364891,50,67,983090,983107
AZ13,C12,ycdN,1,1,651,1080744..1081395,0.000893177,9,27,1080744,1080762,0.000893177,48,66,1081377,1081395
AZ13,C11,ycbW,1,1,269,1005683..1005952,0.000893177,9,27,1005683,1005701,0.00352928,48,65,1005935,1005952
AZ02,B9,yhfA,-1,1,463,3486192..3485729,0.00352928,1,18,3486192,3486209,0.000893177,47,65,3485747,3485729
AZ02,B8,fruB,-1,1,461,2263887..2263426,0.00352928,1,18,2263887,2263904,0.000893177,47,65,2263444,2263426
AZ02,B5,frdA,-1,1,443,4382668..4382225,0.00352928,1,18,4382668,4382685,0.00352928,47,64,4382242,4382225
AZ02,B4,maeB,-1,1,427,2578708..2578281,0.000893177,1,19,2578708,2578726,0.00352928,47,64,2578298,2578281
AZ02,B7,uvrA,-1,1,386,4274174..4273788,0.00352928,1,18,4274174,4274191,0.000893177,47,65,4273806,4273788
AZ02,B6,ydiY,-1,1,452,1806447..1805995,0.00352928,1,18,1806447,1806464,0.00352928,47,64,1806012,1805995
AZ02,B1,leuS,-1,1,342,675056..674714,0.000893177,1,19,675056,675074,0.00352928,47,64,674731,674714
AZ02,B3,alsR,-1,1,411,4313367..4312956,0.00352928,1,18,4313367,4313384,0.00352928,47,64,4312973,4312956
AZ02,B2,rluE,-1,1,331,1195167..1194836,0.00352928,1,18,1195167,1195184,0.000893177,47,65,1194854,1194836
AZ16,H6,cysZ,1,1,357,2531147..2531504,0.00352928,10,27,2531147,2531164,0.00352928,48,65,2531487,2531504
AZ16,C12,ycgR,-1,1,336,1244777..1244441,0.000226042,1,20,1244777,1244796,0.00352928,47,64,1244458,1244441
AZ16,C11,b1172,-1,1,910,1223758..1222848,5.81756e-05,1,21,1223758,1223778,0.000908316,47,65,1222866,1222848
AZ01,C9,trpR,1,1,222,4632574..4632796,0.00352928,10,27,4632574,4632591,0.000893177,48,66,4632778,4632796
AZ01,C8,serB,1,1,241,4624706..4624947,0.00352928,10,27,4624706,4624723,0.00352928,48,65,4624930,4624947
AZ07,D2,ykgE,1,1,646,321007..321653,0.0137091,10,26,321007,321023,0.00346946,47,64,321636,321653
AZ01,C3,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ01,C2,ilvC,1,1,314,3957729..3958043,0.00358909,10,27,3957729,3957746,0.000229873,48,67,3958024,3958043
AZ01,C1,ilvL,1,1,490,3949904..3950394,0.00352928,10,27,3949904,3949921,0.000226042,48,67,3950375,3950394
AZ07,D3,yahK,1,1,563,342408..342971,0.0137091,10,26,342408,342424,0.000878039,47,65,342953,342971
AZ01,C7,metA,1,1,335,4214039..4214374,0.00352928,10,27,4214039,4214056,5.7206e-05,48,68,4214354,4214374
AZ01,C6,argC,1,1,285,4154772..4155057,0.00352928,10,27,4154772,4154789,0.00352928,48,65,4155040,4155057
AZ01,C5,metB,1,1,400,4128095..4128495,0.00352928,10,27,4128095,4128112,0.00352928,48,65,4128478,4128495
AZ01,C4,metE,1,1,357,4012728..4013085,0.000772068,10,28,4012728,4012746,0.0120546,49,65,4013069,4013085
AZ06,F11,appA,1,1,343,1040334..1040677,0.00352928,10,27,1040334,1040351,0.00352928,48,65,1040660,1040677
AZ06,F10,wrbA,-1,1,346,1067955..1067609,0.00352928,1,18,1067955,1067972,0.00352928,47,64,1067626,1067609
AZ06,F12,phoH,1,1,488,1084565..1085053,0.00352928,10,27,1084565,1084582,0.00352928,48,65,1085036,1085053
AZ19,B9,htrL,-1,1,397,3794018..3793621,0.00364891,1,18,3794018,3794035,1.49683e-05,47,68,3793642,3793621
AZ19,B8,b3505,-1,1,888,3654001..3653113,0.000893177,1,19,3654001,3654019,0.00352928,47,64,3653130,3653113
AZ19,B1,ddlA,-1,1,590,401441..400851,0.00352928,1,18,401441,401458,0.00352928,47,64,400868,400851
AZ19,B3,mipA,-1,1,543,1866939..1866396,0.00358909,1,18,1866939,1866956,0.000908316,47,65,1866414,1866396
AZ19,B2,ybiF,-1,1,489,850497..850008,0.00352928,1,18,850497,850514,0.00352928,47,64,850025,850008
AZ19,B5,rcsC,-1,1,332,2320063..2319731,0.00352928,1,18,2320063,2320080,0.00352928,47,64,2319748,2319731
AZ19,B4,dsrA,-1,1,309,2025549..2025240,5.7206e-05,1,21,2025549,2025569,5.7206e-05,47,67,2025260,2025240
AZ19,B7,hofM,-1,1,217,3522907..3522690,0.000893177,1,19,3522907,3522925,0.000893177,47,65,3522708,3522690
AZ19,B6,ypeA,-1,1,219,2552374..2552155,0.000893177,1,19,2552374,2552392,0.00352928,47,64,2552172,2552155
AZ06,C6,yfdU,-1,1,169,2491835..2491666,5.7206e-05,1,21,2491835,2491855,0.00352928,47,64,2491683,2491666
AZ06,C7,fryB,-1,1,346,2508506..2508160,0.00352928,1,18,2508506,2508523,0.000893177,47,65,2508178,2508160
AZ06,C4,yfdL,-1,1,157,2472119..2471962,0.00346946,1,18,2472119,2472136,0.0137091,47,63,2471978,2471962
AZ06,C5,yfdV,-1,1,158,2490263..2490105,0.00352928,1,18,2490263,2490280,0.00352928,47,64,2490122,2490105
AZ06,C2,fadI,-1,1,282,2460655..2460373,0.00346946,1,18,2460655,2460672,0.00346946,47,64,2460390,2460373
AZ06,C3,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ06,C1,yfcV,-1,1,795,2456358..2455563,0.00352928,1,18,2456358,2456375,0.000893177,47,65,2455581,2455563
AZ06,C8,ucpA,-1,1,172,2544770..2544598,0.00352928,1,18,2544770,2544787,0.00352928,47,64,2544615,2544598
AZ06,C9,eutN,-1,1,259,2572236..2571977,0.00352928,1,18,2572236,2572253,0.000226042,47,66,2571996,2571977
AZ20,H3,dsdC,-1,1,392,2477924..2477532,0.000893177,1,19,2477924,2477942,0.000893177,47,65,2477550,2477532
AZ20,H2,lacI,-1,1,218,367628..367410,0.00352928,1,18,367628,367645,0.000893177,47,65,367428,367410
AZ20,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ20,H7,rpsT,-1,1,235,21229..20994,0.00352928,1,18,21229,21246,0.00352928,47,64,21011,20994
AZ20,H6,galP,1,1,582,3087768..3088350,0.00352928,10,27,3087768,3087785,0.000893177,48,66,3088332,3088350
AZ20,H5,malI,-1,1,350,1699437..1699087,0.00352928,1,18,1699437,1699454,0.00352928,47,64,1699104,1699087
AZ20,H4,fliY,-1,0,0,2000496..0,0.00340964,1,18,2000496,2000513,,0,0,0,0
AZ12,E11,dcm,-1,1,150,2032391..2032241,0.00352928,1,18,2032391,2032408,0.00352928,47,64,2032258,2032241
AZ12,E10,tyrS,-1,1,260,1717400..1717140,0.00352928,1,18,1717400,1717417,0.00352928,47,64,1717157,1717140
AZ20,H9,phoB,1,1,377,416852..417229,0.000893177,9,27,416852,416870,0.000893177,48,66,417211,417229
AZ20,H8,ubiG,1,1,268,2339332..2339600,0.00352928,10,27,2339332,2339349,0.00352928,48,65,2339583,2339600
AZ03,E12,fsaA,1,1,149,863452..863601,0.00358909,10,27,863452,863469,0.000908316,48,66,863583,863601
AZ03,E11,ygbJ,1,1,319,2861174..2861493,0.000908316,10,28,2861174,2861192,0.00358909,49,66,2861476,2861493
AZ03,E10,norV,1,1,273,2832264..2832537,0.000893177,9,27,2832264,2832282,0.00352928,48,65,2832520,2832537
AZ15,C2,ybdK,-1,1,831,608131..607300,0.000226042,1,20,608131,608150,0.00352928,47,64,607317,607300
AZ11,H7,eco,1,1,553,2303404..2303957,5.7206e-05,7,27,2303404,2303424,0.00352928,48,65,2303940,2303957
AZ10,A9,yqaB,-1,3,421,2817847..2817426,5.7206e-05,1,21,2817847,2817867,0.00352928,47,64,2817443,2817426
AZ10,A9,yqaB,-1,3,696,2818122..2817426,5.7206e-05,1,21,2818122,2818142,0.00352928,47,64,2817443,2817426
AZ10,A9,yqaB,-1,3,835,2818261..2817426,5.7206e-05,1,21,2818261,2818281,0.00352928,47,64,2817443,2817426
AZ10,A8,pinH,-1,1,583,2783700..2783117,0.00352928,1,18,2783700,2783717,0.00352928,47,64,2783134,2783117
AZ15,C6,ydbC,1,1,352,1473931..1474283,0.00352928,10,27,1473931,1473948,0.000893177,48,66,1474265,1474283
AZ15,C7,ydbD,1,1,190,1474985..1475175,0.00352928,10,27,1474985,1475002,0.00352928,48,65,1475158,1475175
AZ15,C4,yjcE,1,1,320,4279728..4280048,0.00352928,10,27,4279728,4279745,0.00352928,48,65,4280031,4280048
AZ15,C5,b1367,1,1,237,1425911..1426148,0.00352928,10,27,1425911,1425928,0.00352928,48,65,1426131,1426148
AZ10,A3,helD,1,1,284,1024268..1024552,0.000893177,9,27,1024268,1024286,0.00352928,48,65,1024535,1024552
AZ10,A2,seqA,1,1,357,712722..713079,0.00352928,10,27,712722,712739,0.00352928,48,65,713062,713079
AZ10,A1,hrpB,1,1,126,161955..162081,0.000893177,9,27,161955,161973,0.00352928,48,65,162064,162081
AZ07,C12,solA,-1,1,231,1120746..1120515,0.00352928,1,18,1120746,1120763,0.000893177,47,65,1120533,1120515
AZ10,A7,ypjA,-1,1,318,2783102..2782784,0.00352928,1,18,2783102,2783119,0.00352928,47,64,2782801,2782784
AZ11,H5,ychH,1,1,384,1258427..1258811,0.00352928,10,27,1258427,1258444,0.00352928,48,65,1258794,1258811
AZ10,A5,yejL,1,1,328,2283859..2284187,0.000226042,8,27,2283859,2283878,0.00352928,48,65,2284170,2284187
AZ10,A4,metG,1,1,248,2194127..2194375,0.000893177,9,27,2194127,2194145,0.00352928,48,65,2194358,2194375
AZ11,H4,yagJ,1,1,305,291265..291570,0.00352928,10,27,291265,291282,0.00352928,48,65,291553,291570
AZ04,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ13,E6,ypjD,1,1,283,2747696..2747979,0.00352928,10,27,2747696,2747713,0.00352928,48,65,2747962,2747979
AZ13,E7,yqcD,1,1,241,2925197..2925438,0.00352928,10,27,2925197,2925214,0.00352928,48,65,2925421,2925438
AZ13,E4,katE,1,1,328,1813607..1813935,0.0137091,10,26,1813607,1813623,0.00346946,47,64,1813918,1813935
AZ13,E5,evgA,1,1,550,2483247..2483797,0.00358909,10,27,2483247,2483264,0.000229873,48,67,2483778,2483797
AZ13,E2,marR,1,1,425,1618818..1619243,0.00352928,10,27,1618818,1618835,0.00352928,48,65,1619226,1619243
